Colony,OID_,TL_id,TL_Date,TL_Class,TL_Note,Area,Plot_ID,Year,Reef,EcoSiteID
664,25,28,1/1/21,Spis, ,0.004678183,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
665,26,29,1/1/21,Spis, ,0.00769495,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
666,28,31,1/1/21,Spis, ,0.003909176,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
667,30,33,1/1/21,Spis, ,0.006683593,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
668,32,35,1/1/21,Spis, ,0.017478703,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
669,36,40,1/1/21,Spis, ,0.001736598,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
670,39,43,1/1/21,Spis, ,0.010860194,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
671,40,44,1/1/21,Spis, ,0.007781262,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
672,42,46,1/1/21,Spis, ,0.002283854,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
673,45,49,1/1/21,Spis, ,0.003285608,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
674,48,52,1/1/21,Spis, ,0.006905789,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
675,98,36,1/1/21,Spis, ,0.015143286,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
676,1,2,1/1/21,Spis,"v,7",0.003929209,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
677,2,1,1/1/21,Spis,"v,6",0.010484277,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
678,3,3,1/1/21,Spis,"v,0",0.022332049,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
679,4,4,1/1/21,Spis,"v,1",0.01238022,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
680,5,5,1/1/21,Spis,"v,2,,pm",0.007084529,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
681,18,18,1/1/21,Spis,"v,3,,pm",0.042531965,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
682,19,19,1/1/21,Spis,"v,5",0.008742541,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
683,20,20,1/1/21,Spis,"v,4",0.005836637,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
684,22,22,1/1/21,Spis, ,0.003581748,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
685,23,23,1/1/21,Spis, ,0.009768439,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
686,24,24,1/1/21,Spis, ,0.015551145,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
687,25,25,1/1/21,Spis, ,0.005681125,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
688,28,28,1/1/21,Spis, ,0.006769955,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
689,45,47,1/1/21,Spis, ,0.002835174,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
690,47,49,1/1/21,Spis, ,0.01393298,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
691,48,50,1/1/21,Spis, ,0.025170952,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
692,49,51,1/1/21,Spis, ,0.001258247,OCDA_FR1S_P4,2021,Davies,OCDA_FR1S
693,2,2,1/1/21,Spis,"v,39",0.006059214,OCDA_FR2D_P1,2021,Davies,OCDA_FR2D
694,3,3,1/1/21,Spis,"v,4,,bad",0.009193855,OCDA_FR2D_P1,2021,Davies,OCDA_FR2D
695,16,16,1/1/21,Spis,"v,29",0.015602,OCDA_FR2D_P1,2021,Davies,OCDA_FR2D
696,22,22,1/1/21,Spis, ,0.017008177,OCDA_FR2D_P1,2021,Davies,OCDA_FR2D
697,2,2,1/1/21,Spis,"v,24",0.012838162,OCDA_FR2D_P2,2021,Davies,OCDA_FR2D
698,3,3,1/1/21,Spis,"v,30",0.012086843,OCDA_FR2D_P2,2021,Davies,OCDA_FR2D
699,18,18,1/1/21,Spis, ,0.008029196,OCDA_FR2D_P2,2021,Davies,OCDA_FR2D
700,20,21,1/1/21,Spis, ,0.01013913,OCDA_FR2D_P2,2021,Davies,OCDA_FR2D
701,40,19,1/1/21,Spis, ,0.027547195,OCDA_FR2D_P2,2021,Davies,OCDA_FR2D
702,10,10,1/1/21,Spis,"v,12,,bad",0.012229975,OCDA_FR2D_P3,2021,Davies,OCDA_FR2D
703,12,12,1/1/21,Spis,"v,11,,bad",0.005904992,OCDA_FR2D_P3,2021,Davies,OCDA_FR2D
704,15,15,1/1/21,Spis,"v,40",0.00783951,OCDA_FR2D_P3,2021,Davies,OCDA_FR2D
705,24,24,1/1/21,Spis,"v,18",0.003816301,OCDA_FR2D_P3,2021,Davies,OCDA_FR2D
706,0,7,1/1/21,Spis,"v,12",0.019598932,OCDA_FR2D_P4,2021,Davies,OCDA_FR2D
707,11,22,1/1/21,Spis,"v,21",0.007970284,OCDA_FR2D_P4,2021,Davies,OCDA_FR2D
708,12,21,1/1/21,Spis, ,0.012915817,OCDA_FR2D_P4,2021,Davies,OCDA_FR2D
709,13,23,1/1/21,Spis, ,0.011777682,OCDA_FR2D_P4,2021,Davies,OCDA_FR2D
710,43,32,1/1/21,Spis,"v,51,ng,BLCH63A,bad",0.00914546,OCDA_FR2S_P1,2021,Davies,OCDA_FR2S
711,44,34,1/1/21,Spis,"v,47,ng,BLCH64A,bad",0.014477212,OCDA_FR2S_P1,2021,Davies,OCDA_FR2S
712,45,36,1/1/21,Spis,"v,49,ng,BLCH68A,bad",0.011240373,OCDA_FR2S_P1,2021,Davies,OCDA_FR2S
713,7,9,1/1/21,Spis,"v,18",0.014395633,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
714,8,10,1/1/21,Spis,"v,22,ng,BLCH76A",0.026652914,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
715,9,11,1/1/21,Spis,"v,21",0.006511623,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
716,22,29,1/1/21,Spis, ,0.005957461,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
717,34,34,1/1/21,Spis, ,0.007052921,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
718,128,35,1/1/21,Spis, ,0.005092096,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
719,155,80,1/1/21,Spis,"v,35,ng,BLCH72A,bad",0.003026277,OCDA_FR2S_P2,2021,Davies,OCDA_FR2S
720,7,10,1/1/21,Spis, ,0.006351557,OCDA_FR2S_P3,2021,Davies,OCDA_FR2S
721,17,6,1/1/21,Spis, ,0.013982621,OCDA_FR2S_P3,2021,Davies,OCDA_FR2S
722,42,27,1/1/21,Spis,"v,14,ng,BLCH78A",0.005867825,OCDA_FR2S_P3,2021,Davies,OCDA_FR2S
723,7,7,1/1/21,Spis,"v,8",0.021505821,OCDA_FR2S_P4,2021,Davies,OCDA_FR2S
724,14,15,1/1/21,Spis, ,0.005363354,OCDA_FR2S_P4,2021,Davies,OCDA_FR2S
725,17,18,1/1/21,Spis, ,0.007563206,OCDA_FR2S_P4,2021,Davies,OCDA_FR2S
726,19,21,1/1/21,Spis, ,0.005199224,OCDA_FR2S_P4,2021,Davies,OCDA_FR2S
727,8,8,1/5/21,Spis, ,0.006196111,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
728,23,25,1/5/21,Spis, ,0.003260205,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
729,35,37,1/5/21,Spis, ,0.003256336,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
730,49,51,1/5/21,Spis,"v,32",0.012800452,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
731,56,58,1/5/21,Spis, ,0.004414967,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
732,65,69,1/5/21,Spis, ,0.003108368,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
733,81,85,1/5/21,Spis,"v,30,ng, BLCH184B",0.033571495,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
734,88,24,1/5/21,Spis,"ng, BLCH193B",0.024863466,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
735,90,12,1/5/21,Spis,"v,16, ng, BLCH194B",0.012000695,OCLB_BA1S_P1,2021,LittleBroadhurst,OCLB_BA1S
736,9,9,1/5/21,Spis,"v,43",0.011864291,OCLB_BA1S_P2,2021,LittleBroadhurst,OCLB_BA1S
737,11,11,1/5/21,Spis, ,0.002567223,OCLB_BA1S_P2,2021,LittleBroadhurst,OCLB_BA1S
738,38,39,1/5/21,Spis,"v,41",0.039091615,OCLB_BA1S_P2,2021,LittleBroadhurst,OCLB_BA1S
739,0,0,1/5/21,Spis, ,0.003257666,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
740,1,1,1/5/21,Spis, ,0.001976911,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
741,3,3,1/5/21,Spis, ,0.010168792,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
742,11,11,1/5/21,Spis,"v,13",0.072557808,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
743,12,12,1/5/21,Spis, ,0.001149488,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
744,18,18,1/5/21,Spis,"v,18",0.002624896,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
745,24,25,1/5/21,Spis, ,0.073835377,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
746,29,30,1/5/21,Spis, ,0.002030163,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
747,32,33,1/5/21,Spis, ,0.003889264,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
748,36,37,1/5/21,Spis, ,0.016481466,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
749,37,38,1/5/21,Spis, ,0.002253482,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
750,47,48,1/5/21,Spis, ,0.03080268,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
751,57,58,1/5/21,Spis, ,0.001809896,OCLB_BA1S_P3,2021,LittleBroadhurst,OCLB_BA1S
752,9,9,1/5/21,Spis, ,0.006864167,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
753,10,10,1/5/21,Spis, ,0.015948679,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
754,20,20,1/5/21,Spis, ,0.039848674,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
755,24,24,1/5/21,Spis,"v,14,,pm",0.044871814,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
756,27,27,1/5/21,Spis, ,0.001440697,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
757,28,28,1/5/21,Spis,"v,17",0.007282217,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
758,30,30,1/5/21,Spis, ,0.006677254,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
759,39,39,1/5/21,Spis, ,0.031642001,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
760,40,40,1/5/21,Spis, ,0.00449803,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
761,41,41,1/5/21,Spis, ,0.012955327,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
762,46,46,1/5/21,Spis, ,0.003847328,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
763,50,50,1/5/21,Spis, ,0.018506484,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
764,52,52,1/5/21,Spis, ,0.002815897,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
765,53,53,1/5/21,Spis,"v,52,,pm",0.083704301,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
766,54,54,1/5/21,Spis, ,0.033316691,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
767,55,55,1/5/21,Spis, ,0.005446945,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
768,58,58,1/5/21,Spis, ,0.006239174,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
769,61,61,1/5/21,Spis, ,0.020025566,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
770,62,62,1/5/21,Spis, ,0.006650986,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
771,64,64,1/5/21,Spis, ,0.021242844,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
772,69,69,1/5/21,Spis, ,0.003763381,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
773,70,70,1/5/21,Spis, ,0.005561527,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
774,75,75,1/5/21,Spis,"v,56",0.042858618,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
775,76,76,1/5/21,Spis,"ng, BLCH195B",0.030181833,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
776,98,93,1/5/21,Spis,"ng, BLCH197B,,bad",0.017449854,OCLB_BA1S_P4,2021,LittleBroadhurst,OCLB_BA1S
777,18,21,1/5/21,Spis, ,0.00316164,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
778,19,22,1/5/21,Spis,"v,51, ng, BLCH183A",0.006361809,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
779,20,23,1/5/21,Spis, ,0.012306781,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
780,22,25,1/5/21,Spis, ,0.018115004,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
781,23,26,1/5/21,Spis, ,0.017633872,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
782,29,32,1/5/21,Spis,"v,24, ng, BLCH181A",0.081784451,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
783,34,37,1/5/21,Spis, ,0.007581861,OCLB_FL1S_P1,2021,LittleBroadhurst,OCLB_FL1S
784,26,27,1/5/21,Spis, ,0.0234008,OCLB_FL1S_P2,2021,LittleBroadhurst,OCLB_FL1S
785,31,33,1/5/21,Spis,"v,14,  ng, BLCH185A",0.005324338,OCLB_FL1S_P2,2021,LittleBroadhurst,OCLB_FL1S
786,25,25,1/5/21,Spis,"v,13, ng, BLCH187A",0.004663146,OCLB_FL1S_P3,2021,LittleBroadhurst,OCLB_FL1S
787,26,26,1/5/21,Spis,"v,22",0.007884164,OCLB_FL1S_P3,2021,LittleBroadhurst,OCLB_FL1S
788,28,28,1/5/21,Spis,"v,1",0.017806043,OCLB_FL1S_P3,2021,LittleBroadhurst,OCLB_FL1S
789,29,29,1/5/21,Spis,"v,0",0.029854024,OCLB_FL1S_P3,2021,LittleBroadhurst,OCLB_FL1S
790,30,30,1/5/21,Spis, ,0.030554701,OCLB_FL1S_P3,2021,LittleBroadhurst,OCLB_FL1S
791,39,39,1/5/21,Spis,"v,30, ng, BLCH190A, bad",0.008838768,OCLB_FL1S_P3,2021,LittleBroadhurst,OCLB_FL1S
792,27,28,1/1/21,Spis, ,0.019636047,OCLB_FL1S_P4,2021,LittleBroadhurst,OCLB_FL1S
793,32,33,1/1/21,Spis,"v,21",0.005420124,OCLB_FL1S_P4,2021,LittleBroadhurst,OCLB_FL1S
794,34,35,1/1/21,Spis, ,0.000965818,OCLB_FL1S_P4,2021,LittleBroadhurst,OCLB_FL1S
795,36,37,1/1/21,Spis, ,0.07683657,OCLB_FL1S_P4,2021,LittleBroadhurst,OCLB_FL1S
796,37,38,1/1/21,Spis, ,0.033020496,OCLB_FL1S_P4,2021,LittleBroadhurst,OCLB_FL1S
797,11,11,1/5/21,Spis,"V,42",0.016795944,OCLB_LA1S_P1,2021,LittleBroadhurst,OCLB_LA1S
798,19,19,1/5/21,Spis, ,0.007194876,OCLB_LA1S_P1,2021,LittleBroadhurst,OCLB_LA1S
799,33,33,1/5/21,Spis,"V,9",0.026633534,OCLB_LA1S_P1,2021,LittleBroadhurst,OCLB_LA1S
800,35,35,1/5/21,Spis,"V,29",0.028240612,OCLB_LA1S_P1,2021,LittleBroadhurst,OCLB_LA1S
801,6,6,1/5/21,Spis,"v,9",0.066713414,OCLB_LA1S_P3,2021,LittleBroadhurst,OCLB_LA1S
802,8,8,1/5/21,Spis,"v,12",0.03493684,OCLB_LA1S_P3,2021,LittleBroadhurst,OCLB_LA1S
803,5,9,1/9/21,Spis,b,0.00647521,ONLI_BA1D_P1,2021,Lizard,ONLI_BA1D
804,50,42,1/9/21,Spis, ,0.009944267,ONLI_BA1D_P1,2021,Lizard,ONLI_BA1D
805,39,15,1/9/21,Spis, ,0.003134161,ONLI_BA1D_P2,2021,Lizard,ONLI_BA1D
806,56,36,1/9/21,Spis, ,0.001620215,ONLI_BA1D_P2,2021,Lizard,ONLI_BA1D
807,3,6,1/9/21,Spis,b,0.004633384,ONLI_BA1D_P3,2021,Lizard,ONLI_BA1D
808,12,21,1/9/21,Spis,b,0.001776464,ONLI_BA1D_P3,2021,Lizard,ONLI_BA1D
809,44,37,1/9/21,Spis, ,0.005167137,ONLI_BA1D_P3,2021,Lizard,ONLI_BA1D
810,51,45,1/9/21,Spis,bleached,0.009310822,ONLI_BA1D_P3,2021,Lizard,ONLI_BA1D
811,43,116,1/9/21,Spis, ,0.009683593,ONLI_BA1D_P4,2021,Lizard,ONLI_BA1D
812,77,44,1/9/21,Spis, ,0.002166559,ONLI_BA1D_P4,2021,Lizard,ONLI_BA1D
813,100,77,1/9/21,Spis, ,0.003014892,ONLI_BA1D_P4,2021,Lizard,ONLI_BA1D
814,106,103,1/9/21,Spis, ,0.0093588,ONLI_BA1D_P4,2021,Lizard,ONLI_BA1D
815,109,106,1/9/21,Spis, ,0.002404055,ONLI_BA1D_P4,2021,Lizard,ONLI_BA1D
816,37,314,1/9/21,Spis, ,0.012907976,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
817,86,310,1/9/21,Spis, ,0.021026549,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
818,88,320,1/9/21,Spis, ,0.011053946,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
819,90,22,1/9/21,Spis, ,0.018146199,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
820,91,24,1/9/21,Spis,v,0.010402155,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
821,113,45,1/9/21,Spis, ,0.010378186,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
822,127,61,1/9/21,Spis,"v, ng, 810",0.009405548,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
823,139,77,1/9/21,Spis,"ng, 812",0.018946502,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
824,141,78,1/9/21,Spis,v,0.025027998,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
825,142,79,1/9/21,Spis,"ng, 812,,b",0.033333965,ONLI_BA1S_P1,2021,Lizard,ONLI_BA1S
826,55,22,1/9/21,Spis, ,0.008953883,ONLI_BA1S_P2,2021,Lizard,ONLI_BA1S
827,71,46,1/9/21,Spis, ,0.014653263,ONLI_BA1S_P2,2021,Lizard,ONLI_BA1S
828,45,194,1/9/21,Spis,"v, ng, 804",0.022667448,ONLI_BA2S_P1,2021,Lizard,ONLI_BA2S
829,74,33,1/9/21,Spis,v,0.023113213,ONLI_BA2S_P3,2021,Lizard,ONLI_BA2S
830,143,386,1/9/21,Spis,v,0.025252126,ONLI_BA2S_P4,2021,Lizard,ONLI_BA2S
831,145,407,1/9/21,Spis, ,0.018226737,ONLI_BA2S_P4,2021,Lizard,ONLI_BA2S
832,150,46,1/9/21,Spis, ,0.009305039,ONLI_BA2S_P4,2021,Lizard,ONLI_BA2S
833,221,146,1/9/21,Spis,o,0.026981403,ONLI_BA2S_P4,2021,Lizard,ONLI_BA2S
834,255,207,1/9/21,Spis, ,0.001109091,ONLI_BA2S_P4,2021,Lizard,ONLI_BA2S
835,48,38,1/10/21,Spis,v,0.009965013,ONLI_FL1S_P2,2021,Lizard,ONLI_FL1S
836,67,58,1/10/21,Spis, ,0.002049771,ONLI_FL1S_P4,2021,Lizard,ONLI_FL1S
837,76,16,1/9/21,Spis, ,0.044921859,ONLI_FR1S_P1,2021,Lizard,ONLI_FR1S
838,77,194,1/9/21,Spis, ,0.001112012,ONLI_FR1S_P1,2021,Lizard,ONLI_FR1S
839,6,77,1/10/21,Spis, ,0.015832456,ONLI_FR1S_P2,2021,Lizard,ONLI_FR1S
840,39,8,1/10/21,Spis, ,0.010937844,ONLI_FR1S_P2,2021,Lizard,ONLI_FR1S
841,11,171,1/9/21,Spis, ,0.011953125,ONLI_FR1S_P3,2021,Lizard,ONLI_FR1S
842,12,172,1/9/21,Spis,v,0.02315694,ONLI_FR1S_P3,2021,Lizard,ONLI_FR1S
843,13,0,1/9/21,Spis, ,0.002487834,ONLI_FR1S_P3,2021,Lizard,ONLI_FR1S
844,14,1,1/9/21,Spis,v,0.025594876,ONLI_FR1S_P3,2021,Lizard,ONLI_FR1S
845,26,15,1/9/21,Spis,"v, ng, 793",0.00860371,ONLI_FR1S_P3,2021,Lizard,ONLI_FR1S
846,10,135,1/9/21,Spis, ,0.012380466,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
847,21,153,1/9/21,Spis, ,0.017065602,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
848,34,183,1/9/21,Spis, ,0.005602703,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
849,35,0,1/9/21,Spis, ,0.007764924,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
850,36,1,1/9/21,Spis, ,0.002778096,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
851,65,32,1/9/21,Spis, ,0.023082154,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
852,67,34,1/9/21,Spis, ,0.024951444,ONLI_FR1S_P4,2021,Lizard,ONLI_FR1S
853,2,6,1/10/21,Spis, ,0.00991909,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
854,47,102,1/10/21,Spis, ,0.010436073,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
855,48,103,1/10/21,Spis, ,0.012933417,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
856,49,114,1/10/21,Spis,o,0.003541544,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
857,50,120,1/10/21,Spis, ,0.029409011,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
858,51,122,1/10/21,Spis, ,0.00394654,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
859,52,126,1/10/21,Spis, ,0.006031905,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
860,53,129,1/10/21,Spis, ,0.001273244,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
861,54,133,1/10/21,Spis, ,0.01031966,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
862,55,135,1/10/21,Spis, ,0.039530843,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
863,56,137,1/10/21,Spis, ,0.013985468,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
864,60,0,1/10/21,Spis,v,0.012920867,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
865,61,2,1/10/21,Spis,v,0.008637092,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
866,62,14,1/10/21,Spis,v,0.011378403,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
867,63,18,1/10/21,Spis,v,0.015999063,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
868,64,42,1/10/21,Spis,v,0.016698989,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
869,66,47,1/10/21,Spis,v,0.025999928,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
870,73,60,1/10/21,Spis,"v, ng, 817",0.051748251,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
871,76,63,1/10/21,Spis, ,0.002742571,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
872,77,64,1/10/21,Spis, ,0.002796579,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
873,80,68,1/10/21,Spis, ,0.017108712,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
874,81,69,1/10/21,Spis, ,0.024364124,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
875,83,71,1/10/21,Spis, ,0.010485933,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
876,86,76,1/10/21,Spis, ,0.010141525,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
877,89,79,1/10/21,Spis, ,0.01168036,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
878,99,89,1/10/21,Spis, ,0.007471587,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
879,107,100,1/10/21,Spis, ,0.010688617,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
880,114,110,1/10/21,Spis, ,0.009892288,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
881,120,117,1/10/21,Spis, ,0.010986751,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
882,121,118,1/10/21,Spis, ,0.006347056,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
883,136,101,1/10/21,Spis,v,0.017346587,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
884,145,146,1/10/21,Spis, ,0.00171685,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
885,146,147,1/10/21,Spis, ,0.006906909,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
886,148,148,1/10/21,Spis, ,0.036695662,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
887,153,153,1/10/21,Spis, ,0.004484586,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
888,158,159,1/10/21,Spis, ,0.00531846,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
889,162,163,1/10/21,Spis, ,0.007246006,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
890,166,167,1/10/21,Spis, ,0.008019434,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
891,167,168,1/10/21,Spis, ,0.00215772,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
892,170,171,1/10/21,Spis, ,0.002958843,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
893,172,173,1/10/21,Spis, ,0.014171891,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
894,173,174,1/10/21,Spis, ,0.010359482,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
895,174,175,1/10/21,Spis, ,0.00606979,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
896,185,186,1/10/21,Spis, ,0.012331057,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
897,186,187,1/10/21,Spis, ,0.063015209,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
898,187,188,1/10/21,Spis, ,0.001535407,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
899,193,195,1/10/21,Spis, ,0.002224145,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
900,195,196,1/10/21,Spis, ,0.019813644,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
901,197,198,1/10/21,Spis, ,0.002313193,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
902,198,199,1/10/21,Spis, ,0.028016196,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
903,199,200,1/10/21,Spis, ,0.00322008,ONLI_FR2S_P1,2021,Lizard,ONLI_FR2S
