Colony,OID_,TL_id,TL_Date,TL_Class,TL_Note,Area,Plot_ID,Year,Reef,EcoSiteID
414,69,56,1/1/21,Spis,"v,ng, BLCH55A, bad",0.010229551,OCDA_BA2S_P1,2021,Davies,OCDA_BA2S
415,13,13,1/1/21,Spis,"v,18",0.006970865,OCDA_BA2S_P2,2021,Davies,OCDA_BA2S
416,22,22,1/1/21,Spis, ,0.002434905,OCDA_BA2S_P2,2021,Davies,OCDA_BA2S
417,23,23,1/1/21,Spis, ,0.06291939,OCDA_BA2S_P2,2021,Davies,OCDA_BA2S
418,13,13,1/1/21,Spis, ,0.007687671,OCDA_BA2S_P3,2021,Davies,OCDA_BA2S
419,15,15,1/1/21,Spis, ,0.009751352,OCDA_BA2S_P3,2021,Davies,OCDA_BA2S
420,18,18,1/1/21,Spis, ,0.008746711,OCDA_BA2S_P3,2021,Davies,OCDA_BA2S
421,31,31,1/1/21,Spis,"v,10",0.007966868,OCDA_BA2S_P3,2021,Davies,OCDA_BA2S
422,5,5,1/1/21,Spis, ,0.00673216,OCDA_BA2S_P4,2021,Davies,OCDA_BA2S
423,12,12,1/1/21,Spis, ,0.00257542,OCDA_BA2S_P4,2021,Davies,OCDA_BA2S
424,1,1,1/1/21,Spis,"v,25,,bad",0.010183106,OCDA_FL1D_P1,2021,Davies,OCDA_FL1D
425,5,5,1/1/21,Spis,"v,14",0.029584472,OCDA_FL1D_P1,2021,Davies,OCDA_FL1D
426,6,6,1/1/21,Spis,"v,16",0.002027247,OCDA_FL1D_P1,2021,Davies,OCDA_FL1D
427,7,7,1/1/21,Spis,"v,23",0.010592263,OCDA_FL1D_P1,2021,Davies,OCDA_FL1D
428,15,15,1/1/21,Spis,"v,11",0.003302042,OCDA_FL1D_P1,2021,Davies,OCDA_FL1D
429,16,16,1/1/21,Spis, ,0.004635761,OCDA_FL1D_P1,2021,Davies,OCDA_FL1D
430,1,1,1/1/21,Spis,"v,0",0.025634239,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
431,2,2,1/1/21,Spis, ,0.027450225,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
432,7,8,1/1/21,Spis, ,0.020488505,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
433,13,13,1/1/21,Spis, ,0.010882493,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
434,17,17,1/1/21,Spis, ,0.002203295,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
435,18,18,1/1/21,Spis, ,0.032410968,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
436,20,20,1/1/21,Spis,"v,18",0.005317237,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
437,21,21,1/1/21,Spis,"v,16,,bad",0.050866091,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
438,26,26,1/1/21,Spis,"v,18",0.011844084,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
439,27,27,1/1/21,Spis, ,0.010577761,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
440,29,29,1/1/21,Spis, ,0.006352333,OCDA_FL1D_P2,2021,Davies,OCDA_FL1D
441,4,4,1/1/21,Spis,"v,9",0.018184172,OCDA_FL1D_P3,2021,Davies,OCDA_FL1D
442,5,5,1/1/21,Spis,"v,12,,bad",0.018712314,OCDA_FL1D_P3,2021,Davies,OCDA_FL1D
443,7,7,1/1/21,Spis,"v,11,,bad",0.026327205,OCDA_FL1D_P3,2021,Davies,OCDA_FL1D
444,8,8,1/1/21,Spis,"v,10",0.027792267,OCDA_FL1D_P3,2021,Davies,OCDA_FL1D
445,9,9,1/1/21,Spis,"v,49",0.006698893,OCDA_FL1D_P3,2021,Davies,OCDA_FL1D
446,11,11,1/1/21,Spis, ,0.010136095,OCDA_FL1D_P3,2021,Davies,OCDA_FL1D
447,0,0,1/1/21,Spis,"v,43",0.014673838,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
448,1,1,1/1/21,Spis,"v,44",0.006636382,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
449,2,2,1/1/21,Spis,"v,45",0.027202934,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
450,3,3,1/1/21,Spis, ,0.007582064,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
451,4,5,1/1/21,Spis,"v,8",0.017402747,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
452,7,7,1/1/21,Spis,"v,9",0.005901487,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
453,8,8,1/1/21,Spis,"v,13",0.002902218,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
454,11,11,1/1/21,Spis,"v,11,,pm",0.019271062,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
455,14,14,1/1/21,Spis, ,0.04234181,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
456,16,16,1/1/21,Spis, ,0.031351608,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
457,17,17,1/1/21,Spis, ,0.007297396,OCDA_FL1D_P4,2021,Davies,OCDA_FL1D
458,3,3,1/1/21,Spis,"v,12,bad",0.012250798,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
459,9,9,1/1/21,Spis,"v,6",0.016648961,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
460,10,10,1/1/21,Spis, ,0.009736372,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
461,11,11,1/1/21,Spis,"v,8",0.007441156,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
462,12,12,1/1/21,Spis,"v,7",0.008306905,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
463,13,13,1/1/21,Spis,"v,9,ng, BLCH114A",0.011876596,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
464,15,15,1/1/21,Spis,"v,4,ng, BLCH112A,bad",0.007132674,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
465,21,21,1/1/21,Spis,"v,0, ng,BLCH108A",0.031486112,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
466,22,22,1/1/21,Spis,"v,10, ng, BLCH109A",0.014346256,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
467,25,25,1/1/21,Spis, ,0.002233203,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
468,27,27,1/1/21,Spis, ,0.00441286,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
469,28,28,1/1/21,Spis, ,0.003259834,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
470,32,32,1/1/21,Spis, ,0.013856197,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
471,33,33,1/1/21,Spis, ,0.009567849,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
472,37,37,1/1/21,Spis, ,0.019287888,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
473,38,38,1/1/21,Spis, ,0.01193696,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
474,41,41,1/1/21,Spis, ,0.006034098,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
475,43,43,1/1/21,Spis, ,0.003496644,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
476,45,45,1/1/21,Spis, ,0.001584145,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
477,46,46,1/1/21,Spis, ,0.006517527,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
478,54,54,1/1/21,Spis, ,0.002809204,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
479,61,61,1/1/21,Spis, ,0.00915986,OCDA_FL1S_P1,2021,Davies,OCDA_FL1S
480,5,5,1/1/21,Spis, ,0.011619729,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
481,6,6,1/1/21,Spis, ,0.005042283,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
482,8,8,1/1/21,Spis, ,0.008772694,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
483,9,9,1/1/21,Spis, ,0.005359332,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
484,11,11,1/1/21,Spis, ,0.025441851,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
485,13,13,1/1/21,Spis, ,0.002402017,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
486,15,15,1/1/21,Spis, ,0.001519016,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
487,16,16,1/1/21,Spis, ,0.001763087,OCDA_FL1S_P2,2021,Davies,OCDA_FL1S
488,1,1,1/1/21,Spis, ,0.007212697,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
489,3,3,1/1/21,Spis, ,0.013871689,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
490,7,8,1/1/21,Spis,"v,14",0.010982124,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
491,10,11,1/1/21,Spis, ,0.004015223,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
492,14,15,1/1/21,Spis, ,0.007717255,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
493,16,17,1/1/21,Spis,"v,12",0.008103477,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
494,17,18,1/1/21,Spis, ,0.009401807,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
495,19,21,1/1/21,Spis,"v,9",0.012379985,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
496,34,20,1/1/21,Spis,"v,10",0.006316977,OCDA_FL1S_P3,2021,Davies,OCDA_FL1S
497,1,1,1/1/21,Spis, ,0.004268587,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
498,2,2,1/1/21,Spis, ,0.005547263,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
499,3,3,1/1/21,Spis, ,0.003372832,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
500,4,4,1/1/21,Spis,"v,16",0.006756204,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
501,5,5,1/1/21,Spis, ,0.001218837,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
502,6,6,1/1/21,Spis,"v,20",0.005019875,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
503,7,7,1/1/21,Spis,"v,19",0.005678447,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
504,8,8,1/1/21,Spis, ,0.003744458,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
505,10,10,1/1/21,Spis, ,0.001776177,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
506,11,11,1/1/21,Spis, ,0.004458266,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
507,12,12,1/1/21,Spis,"v,17",0.017391475,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
508,13,13,1/1/21,Spis,"v,18",0.009036827,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
509,17,17,1/1/21,Spis, ,0.014714986,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
510,18,19,1/1/21,Spis, ,0.015959691,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
511,20,21,1/1/21,Spis, ,0.000982994,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
512,21,22,1/1/21,Spis, ,0.00141835,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
513,22,23,1/1/21,Spis, ,0.030262456,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
514,27,28,1/1/21,Spis, ,0.008870849,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
515,29,30,1/1/21,Spis, ,0.026269533,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
516,30,31,1/1/21,Spis, ,0.038200838,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
517,32,33,1/1/21,Spis, ,0.025530461,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
518,35,36,1/1/21,Spis, ,0.011808979,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
519,36,37,1/1/21,Spis, ,0.009114599,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
520,37,38,1/1/21,Spis, ,0.002088364,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
521,38,39,1/1/21,Spis, ,0.007935399,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
522,39,40,1/1/21,Spis,"v,23",0.023403758,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
523,40,42,1/1/21,Spis, ,0.002793431,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
524,41,43,1/1/21,Spis, ,0.004947554,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
525,42,44,1/1/21,Spis, ,0.005847451,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
526,46,48,1/1/21,Spis, ,0.013157241,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
527,47,49,1/1/21,Spis, ,0.001752115,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
528,48,50,1/1/21,Spis, ,0.007131246,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
529,49,51,1/1/21,Spis, ,0.005504187,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
530,51,53,1/1/21,Spis, ,0.004132433,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
531,76,18,1/1/21,Spis, ,0.01911832,OCDA_FL1S_P4,2021,Davies,OCDA_FL1S
532,2,2,1/1/21,Spis,"v,9, ng, BLCH35A",0.013391729,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
533,14,15,1/1/21,Spis,"v,16, ng, BLCH36A",0.00733852,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
534,17,18,1/1/21,Spis, ,0.009021072,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
535,18,19,1/1/21,Spis, ,0.003111254,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
536,23,24,1/1/21,Spis, ,0.014069329,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
537,28,29,1/1/21,Spis, ,0.007057349,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
538,29,30,1/1/21,Spis,"v,15, ng, BLCH38A",0.037827659,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
539,31,32,1/1/21,Spis, ,0.013765757,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
540,35,36,1/1/21,Spis, ,0.021870072,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
541,37,38,1/1/21,Spis, ,0.018057117,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
542,39,40,1/1/21,Spis, ,0.007477333,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
543,53,6,1/1/21,Spis,"v,10",0.028775524,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
544,63,58,1/1/21,Spis,"v,18, ng, BLCH41A,bad",0.001364704,OCDA_FR1D_P1,2021,Davies,OCDA_FR1D
545,0,0,1/1/21,Spis, ,0.012750369,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
546,8,8,1/1/21,Spis, ,0.0413378,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
547,11,11,1/1/21,Spis,"v,13",0.014985106,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
548,12,12,1/1/21,Spis, ,0.002877908,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
549,13,13,1/1/21,Spis, ,0.00389719,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
550,15,15,1/1/21,Spis, ,0.003460894,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
551,16,16,1/1/21,Spis,"v,14",0.010627598,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
552,17,17,1/1/21,Spis,"v,12",0.028301971,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
553,20,20,1/1/21,Spis, ,0.010492355,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
554,25,26,1/1/21,Spis, ,0.012850567,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
555,26,27,1/1/21,Spis, ,0.007319236,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
556,27,21,1/1/21,Spis, ,0.017139825,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
557,28,30,1/1/21,Spis,"v,8",0.006691903,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
558,29,36,1/1/21,Spis, ,0.002585766,OCDA_FR1D_P2,2021,Davies,OCDA_FR1D
559,1,1,1/1/21,Spis, ,0.007401692,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
560,3,3,1/1/21,Spis, ,0.008686865,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
561,5,5,1/1/21,Spis, ,0.02308783,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
562,7,7,1/1/21,Spis, ,0.013625644,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
563,8,8,1/1/21,Spis, ,0.003687434,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
564,9,9,1/1/21,Spis, ,0.001342736,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
565,11,11,1/1/21,Spis, ,0.007698915,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
566,14,14,1/1/21,Spis,"v,7",0.007523168,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
567,16,17,1/1/21,Spis, ,0.006303442,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
568,17,18,1/1/21,Spis, ,0.003376644,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
569,18,19,1/1/21,Spis,"v,38",0.010316173,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
570,19,20,1/1/21,Spis, ,0.008373093,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
571,20,21,1/1/21,Spis, ,0.002723668,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
572,21,22,1/1/21,Spis, ,0.003643649,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
573,23,24,1/1/21,Spis, ,0.008970312,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
574,24,25,1/1/21,Spis, ,0.003995878,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
575,25,27,1/1/21,Spis, ,0.022233578,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
576,27,28,1/1/21,Spis, ,0.018784655,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
577,28,29,1/1/21,Spis, ,0.001727514,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
578,29,30,1/1/21,Spis, ,0.007611992,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
579,31,32,1/1/21,Spis, ,0.008392183,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
580,32,33,1/1/21,Spis, ,0.01442948,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
581,34,35,1/1/21,Spis, ,0.01638287,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
582,35,36,1/1/21,Spis, ,0.00371259,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
583,40,41,1/1/21,Spis,"v,37",0.006243637,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
584,41,42,1/1/21,Spis,"v,36",0.003149088,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
585,43,44,1/1/21,Spis, ,0.004610786,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
586,48,49,1/1/21,Spis,"v,26",0.009384088,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
587,49,50,1/1/21,Spis, ,0.011298462,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
588,50,51,1/1/21,Spis,"v,19",0.015290031,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
589,56,57,1/1/21,Spis, ,0.021043141,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
590,57,58,1/1/21,Spis, ,0.006595177,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
591,60,61,1/1/21,Spis, ,0.005033612,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
592,61,62,1/1/21,Spis, ,0.020413258,OCDA_FR1D_P3,2021,Davies,OCDA_FR1D
593,0,0,1/1/21,Spis, ,0.018750273,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
594,1,1,1/1/21,Spis, ,0.018196228,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
595,8,8,1/1/21,Spis, ,0.018198123,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
596,9,9,1/1/21,Spis, ,0.022390874,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
597,11,11,1/1/21,Spis,"v,11",0.046317878,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
598,14,14,1/1/21,Spis, ,0.02939033,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
599,18,18,1/1/21,Spis, ,0.012595107,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
600,19,19,1/1/21,Spis,"v,4",0.004619304,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
601,20,20,1/1/21,Spis,"v,5",0.029074012,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
602,22,23,1/1/21,Spis, ,0.010309622,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
603,23,24,1/1/21,Spis, ,0.006573032,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
604,24,25,1/1/21,Spis, ,0.024669229,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
605,25,26,1/1/21,Spis, ,0.003107629,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
606,27,28,1/1/21,Spis,"v,20",0.024312732,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
607,29,30,1/1/21,Spis, ,0.019167094,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
608,30,31,1/1/21,Spis, ,0.017892166,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
609,40,42,1/1/21,Spis, ,0.019400537,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
610,44,46,1/1/21,Spis, ,0.009626987,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
611,46,48,1/1/21,Spis, ,0.015313475,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
612,50,52,1/1/21,Spis, ,0.014178868,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
613,52,54,1/1/21,Spis, ,0.004540343,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
614,75,38,1/1/21,Spis,"v,14",0.022565899,OCDA_FR1D_P4,2021,Davies,OCDA_FR1D
615,9,11,1/1/21,Spis,"v,34",0.046869373,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
616,10,12,1/1/21,Spis,"v,33",0.040587314,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
617,11,13,1/1/21,Spis,"v,20",0.007085498,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
618,12,14,1/1/21,Spis,"v,21",0.003551075,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
619,14,15,1/1/21,Spis,"v,15, ng, BLCH22A",0.007388889,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
620,15,16,1/1/21,Spis,"v,23",0.022011201,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
621,20,23,1/1/21,Spis, ,0.003286572,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
622,23,26,1/1/21,Spis, ,0.005036994,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
623,26,29,1/1/21,Spis, ,0.003804742,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
624,30,33,1/1/21,Spis, ,0.005862427,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
625,32,34,1/1/21,Spis, ,0.006167929,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
626,35,37,1/1/21,Spis, ,0.002929986,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
627,36,38,1/1/21,Spis, ,0.01555413,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
628,37,39,1/1/21,Spis, ,0.006998919,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
629,39,41,1/1/21,Spis, ,0.008549958,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
630,40,42,1/1/21,Spis, ,0.033453187,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
631,46,48,1/1/21,Spis, ,0.01028851,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
632,47,49,1/1/21,Spis, ,0.016141002,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
633,48,50,1/1/21,Spis, ,0.019366752,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
634,51,53,1/1/21,Spis, ,0.02888975,OCDA_FR1S_P1,2021,Davies,OCDA_FR1S
635,7,8,1/1/21,Spis,"v,19",0.017967687,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
636,11,13,1/1/21,Spis,"v,9, ng, BLCH30A",0.024340054,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
637,12,14,1/1/21,Spis,"v,17, ng, BLCH31A",0.036957274,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
638,14,16,1/1/21,Spis,"v,18",0.034142733,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
639,18,20,1/1/21,Spis,"v,16, ng, BLCH33A",0.008868512,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
640,19,21,1/1/21,Spis,"v,15,ng, BLCH32A,pm",0.068367572,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
641,22,24,1/1/21,Spis, ,0.007733668,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
642,23,25,1/1/21,Spis, ,0.007195248,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
643,25,28,1/1/21,Spis, ,0.001822931,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
644,27,29,1/1/21,Spis, ,0.007386009,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
645,28,30,1/1/21,Spis, ,0.008467073,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
646,35,36,1/1/21,Spis, ,0.023998309,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
647,36,37,1/1/21,Spis, ,0.010327925,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
648,40,41,1/1/21,Spis, ,0.003545021,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
649,41,42,1/1/21,Spis, ,0.006508028,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
650,43,44,1/1/21,Spis, ,0.012514674,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
651,44,45,1/1/21,Spis, ,0.006957519,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
652,45,46,1/1/21,Spis, ,0.008779256,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
653,47,48,1/1/21,Spis, ,0.006579189,OCDA_FR1S_P2,2021,Davies,OCDA_FR1S
654,2,2,1/1/21,Spis,"v,49",0.024832959,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
655,3,3,1/1/21,Spis,"v,15",0.00842946,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
656,5,5,1/1/21,Spis,"v,17",0.011391206,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
657,7,7,1/1/21,Spis,"v,20,,pm",0.045861269,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
658,9,9,1/1/21,Spis,"v,2",0.022925178,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
659,16,19,1/1/21,Spis,"v,26",0.008661134,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
660,20,23,1/1/21,Spis, ,0.005123355,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
661,21,24,1/1/21,Spis, ,0.003254643,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
662,22,25,1/1/21,Spis, ,0.004876668,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
663,24,27,1/1/21,Spis, ,0.003758013,OCDA_FR1S_P3,2021,Davies,OCDA_FR1S
