geodist,gendist
8.80427,0.180834
8.80427,0.219547
8.80427,0.193707
8.80427,0.267894
8.80427,0.176458
8.80427,0.138448
8.80427,0.147312
8.80427,0.154618
8.80427,0.150102
8.80427,0.163353
8.80427,0.175714
8.80427,0.215929
8.80427,0.220143
8.80427,0.212777
8.79024,0.166102
8.79024,0.149347
8.79024,0.178494
8.79024,0.149241
8.79024,0.165643
8.79024,0.164587
8.79024,0.146759
8.79024,0.11747
8.79024,0.175548
8.79024,0.147507
8.79024,0.137061
8.79024,0.149252
8.79024,0.159721
8.79024,0.17722
8.79024,0.142144
8.79024,0.148359
8.79024,0.141119
8.79024,0.129307
8.79024,0.163653
8.79024,0.138697
8.78988,0.161992
8.78988,0.17366
8.78988,0.179519
8.78988,0.180712
8.78988,0.206373
8.78988,0.13439
8.78988,0.0971914
8.78988,0.154664
8.78988,0.164467
8.78988,0.156876
8.78988,0.10683
8.78988,0.181846
8.78988,0.188165
8.78988,0.214367
8.78988,0.177713
8.78988,0.113756
8.78988,0.10871
8.78988,0.130836
8.78988,0.143671
8.78988,0.158316
8.78988,0.121372
8.78988,0.133129
8.78988,0.111345
8.78988,0.156697
8.78988,0.133093
8.78688,0.146631
8.78688,0.149222
8.78688,0.144877
8.78688,0.11329
8.78653,0.219141
8.78653,0.115761
8.78653,0.155438
8.78653,0.156223
8.78653,0.156094
8.76415,0.164115
8.76415,0.140546
8.76415,0.159817
8.76415,0.155973
8.76415,0.17266
8.76415,0.117719
8.76415,0.143691
8.76415,0.141137
8.76415,0.192354
8.76415,0.208607
8.76415,0.242335
8.76415,0.18909
8.76415,0.220551
8.76415,0.168311
8.76415,0.211815
8.76415,0.194954
8.76415,0.121348
8.76415,0.14896
8.76415,0.16336
8.76415,0.16161
8.76415,0.149777
8.76415,0.133082
8.76415,0.173882
8.76415,0.123824
8.76415,0.136674
8.76415,0.139068
8.76415,0.178647
8.76415,0.146724
8.76415,0.159512
8.76415,0.11934
8.76415,0.168156
8.76415,0.0987712
8.76415,0.15858
8.76415,0.162742
8.76415,0.193547
8.76415,0.153875
8.76415,0.184198
8.76415,0.127572
8.76415,0.187995
8.76415,0.133074
8.76415,0.135816
8.76415,0.15757
8.76415,0.189773
8.76415,0.167721
8.76415,0.159732
8.76415,0.150717
8.76415,0.20142
8.76415,0.126574
8.76415,0.148697
8.76415,0.149323
8.76415,0.152644
8.76415,0.167987
8.76415,0.196364
8.76415,0.147683
8.76415,0.17634
8.76415,0.154854
8.76415,0.13653
8.76415,0.135304
8.76415,0.179009
8.76415,0.180154
8.76415,0.141814
8.76415,0.167219
8.76415,0.176934
8.76415,0.118736
8.76287,0.0272601
8.76287,-0.00237487
8.76287,0.0218908
8.76287,0.0172342
8.76287,0.0137224
8.76206,0.139114
8.76206,0.146391
8.76206,0.165622
8.76206,0.13467
8.76206,0.158825
8.76206,0.122486
8.76206,0.155128
8.76206,0.143909
8.76206,0.163376
8.76206,0.174272
8.76206,0.180709
8.76206,0.175298
8.76206,0.209273
8.76206,0.131637
8.76206,0.212163
8.76206,0.180165
8.76206,0.121971
8.76206,0.132468
8.76206,0.129495
8.76206,0.132707
8.76206,0.156857
8.76206,0.142579
8.76206,0.163725
8.76206,0.12138
8.76206,0.162435
8.76206,0.173479
8.76206,0.185589
8.76206,0.173273
8.76206,0.161318
8.76206,0.170111
8.76206,0.194618
8.76206,0.174531
8.76206,0.153133
8.76206,0.175425
8.76206,0.178241
8.76206,0.148007
8.76206,0.141452
8.76206,0.150876
8.76206,0.183308
8.76206,0.148028
8.76206,0.163366
8.76206,0.166355
8.76206,0.181527
8.76206,0.167355
8.76206,0.142559
8.76206,0.159461
8.76206,0.189598
8.76206,0.131102
8.76206,0.13609
8.76206,0.147674
8.76206,0.138931
8.76206,0.130803
8.76206,0.138681
8.76206,0.118733
8.76206,0.164476
8.76206,0.126277
8.76206,0.142673
8.76206,0.15801
8.76206,0.158255
8.76206,0.130058
8.76206,0.172391
8.76206,0.176621
8.76206,0.214153
8.76206,0.154588
8.76206,0.138693
8.76206,0.144726
8.76206,0.149809
8.76206,0.118698
8.76206,0.142486
8.76206,0.110987
8.76206,0.166326
8.76206,0.153177
8.76206,0.134781
8.76206,0.120369
8.76206,0.172581
8.76206,0.104749
8.76206,0.141079
8.76206,0.143752
8.76206,0.195911
8.76206,0.110225
8.76206,0.141896
8.76206,0.138552
8.76206,0.169741
8.76206,0.114325
8.76206,0.120507
8.76206,0.1352
8.76206,0.141893
8.76206,0.165055
8.7615,0.0968657
8.7615,0.186586
8.7615,0.138941
8.7615,0.122181
8.7615,0.154692
8.7615,0.205134
8.7615,0.173451
8.7615,0.173977
8.7615,0.160086
8.7615,0.192026
8.7615,0.166413
8.7615,0.154945
8.7615,0.137841
8.7615,0.141957
8.7615,0.165072
8.7615,0.110072
8.7615,0.162875
8.7615,0.175801
8.7615,0.201462
8.7615,0.164216
8.7615,0.146731
8.7615,0.161436
8.7615,0.185225
8.7615,0.155303
8.7615,0.161336
8.7615,0.185308
8.7615,0.160253
8.7615,0.137272
8.7615,0.140245
8.7615,0.15802
8.7615,0.155198
8.7615,0.141628
8.75939,0.114311
8.75939,0.164662
8.75939,0.124605
8.75939,0.124355
8.75939,0.161341
8.75939,0.195081
8.75939,0.153155
8.75939,0.132925
8.75939,0.106713
8.75939,0.142037
8.75939,0.12464
8.75939,0.159498
8.75939,0.163039
8.75939,0.172201
8.75939,0.154551
8.75939,0.188666
8.75939,0.137442
8.75939,0.176646
8.75939,0.149302
8.75939,0.156499
8.75939,0.136818
8.75939,0.150835
8.75939,0.138288
8.75939,0.151317
8.75939,0.171054
8.75939,0.148137
8.75939,0.114812
8.75939,0.153119
8.75939,0.16354
8.75939,0.155229
8.75939,0.149434
8.75939,0.15678
8.75939,0.155134
8.75939,0.130482
8.75939,0.144352
8.75939,0.140759
8.75939,0.151384
8.75939,0.129564
8.75939,0.139885
8.75939,0.139934
8.75939,0.117797
8.75939,0.155239
8.75939,0.142003
8.75939,0.106372
8.75812,0.203396
8.75812,0.186147
8.75812,0.227721
8.75812,0.147187
8.75812,0.13094
8.75812,0.180563
8.75812,0.190064
8.75812,0.130019
8.75812,0.212116
8.75812,0.159974
8.75812,0.180249
8.75812,0.246182
8.75812,0.139072
8.75812,0.129038
8.75812,0.192842
8.75812,0.151085
8.75812,0.140042
8.75812,0.220282
8.75812,0.209571
8.75812,0.16119
8.75812,0.210471
8.75812,0.169192
8.75812,0.137061
8.75812,0.216655
8.75709,0.119736
8.75709,0.127046
8.75709,0.108809
8.75709,0.0971121
8.75709,0.119551
8.75709,0.121322
8.75709,0.181661
8.75709,0.129382
8.75709,0.150055
8.75709,0.143328
8.75709,0.15583
8.75709,0.171153
8.75709,0.164368
8.75709,0.152031
8.75709,0.191884
8.75709,0.121282
8.75709,0.151659
8.75709,0.0840371
8.75709,0.0956451
8.75709,0.1199
8.75709,0.116547
8.75709,0.175437
8.75709,0.164459
8.75709,0.135936
8.75709,0.167525
8.75446,-0.0334978
8.75446,0.00223388
8.75446,-0.0372732
8.75446,0.00222938
8.75446,-0.014535
8.75377,0.0827529
8.75352,-0.0273713
8.75352,-0.00443172
8.75352,-0.0298946
8.75352,-0.00305445
8.75352,-0.0446845
8.74801,0.119906
8.74801,0.172765
8.74801,0.122198
8.74801,0.133804
8.74801,0.148254
8.74801,0.130332
8.74801,0.191214
8.74801,0.144501
8.74801,0.143016
8.74801,0.192368
8.74801,0.117363
8.74801,0.163451
8.74801,0.152205
8.74801,0.161242
8.74801,0.193104
8.74801,0.121187
8.74801,0.195744
8.74801,0.145973
8.74801,0.148137
8.74801,0.154071
8.74528,-0.0202106
8.74433,-0.00935687
8.74011,0.14257
8.74011,0.125771
8.74011,0.103299
8.74011,0.126132
8.74011,0.0933393
8.74011,0.138786
8.74011,0.125493
8.74011,0.116022
8.74011,0.150018
8.74011,0.118881
8.74011,0.167163
8.74011,0.163317
8.74011,0.17153
8.74011,0.213111
8.74011,0.142806
8.74011,0.177974
8.74011,0.174385
8.74011,0.180978
8.74011,0.195896
8.74011,0.196554
8.74011,0.17407
8.74011,0.192325
8.74011,0.169148
8.74011,0.190412
8.74011,0.169405
8.74011,0.178758
8.74011,0.121408
8.74011,0.101867
8.74011,0.0820217
8.74011,0.136137
8.74011,0.094384
8.74011,0.0947906
8.74011,0.172569
8.74011,0.13162
8.74011,0.148624
8.74011,0.145955
8.74011,0.141092
8.74011,0.169466
8.74011,0.138717
8.74011,0.143154
8.74011,0.113939
8.74011,0.161209
8.74011,0.133262
8.74011,0.0997521
8.74011,0.119113
8.74011,0.140203
8.74011,0.161395
8.74011,0.102333
8.74011,0.195161
8.74011,0.177255
8.74011,0.167494
8.74011,0.147124
8.74011,0.134357
8.74011,0.153615
8.74011,0.14341
8.74011,0.154376
8.74011,0.154433
8.74011,0.164087
8.74011,0.185302
8.74011,0.161662
8.74011,0.144319
8.74011,0.166408
8.74011,0.103092
8.74011,0.0856685
8.74011,0.0881325
8.74011,0.135842
8.74011,0.118624
8.74011,0.127459
8.74011,0.17467
8.74011,0.0806164
8.74011,0.154712
8.74011,0.112634
8.74011,0.155125
8.74011,0.142795
8.74011,0.116605
8.74011,0.14268
8.74011,0.126462
8.74011,0.173747
8.74011,0.132005
8.74011,0.122756
8.74011,0.133736
8.74011,0.111444
8.74011,0.175106
8.74011,0.173984
8.74011,0.153708
8.74011,0.131524
8.74011,0.117048
8.74011,0.130931
8.74011,0.0921474
8.74011,0.129841
8.74011,0.118281
8.74011,0.0963637
8.74011,0.152842
8.74011,0.109142
8.74011,0.180533
8.74011,0.140923
8.73915,0.112348
8.73915,0.188835
8.73915,0.133798
8.73915,0.127135
8.73915,0.0858924
8.73915,0.127523
8.73915,0.088996
8.73915,0.111528
8.73915,0.125267
8.73915,0.10885
8.73915,0.167416
8.73915,0.134838
8.73915,0.169555
8.73915,0.167305
8.73915,0.135472
8.73915,0.145969
8.73915,0.138263
8.73915,0.134083
8.73915,0.160096
8.73915,0.156797
8.73915,0.15196
8.73915,0.122231
8.73915,0.189706
8.73915,0.154814
8.73915,0.156207
8.73915,0.157063
8.73915,0.115316
8.73915,0.104799
8.73915,0.11698
8.73915,0.136892
8.73915,0.112399
8.73915,0.109586
8.73915,0.120354
8.73915,0.154143
8.73915,0.122273
8.73915,0.118272
8.73915,0.135944
8.73915,0.214419
8.73915,0.124234
8.73915,0.141688
8.73915,0.125864
8.73915,0.171748
8.73915,0.132369
8.73915,0.139602
8.73915,0.153339
8.73915,0.16298
8.73915,0.186655
8.73915,0.151285
8.73915,0.142057
8.73915,0.164615
8.73915,0.100502
8.73915,0.118291
8.73915,0.112064
8.73915,0.132476
8.73915,0.0953944
8.73915,0.125158
8.73915,0.127242
8.73915,0.124305
8.73915,0.18308
8.73915,0.12454
8.73915,0.164678
8.73915,0.147737
8.73915,0.145098
8.73915,0.14211
8.73915,0.0987048
8.73915,0.127067
8.73915,0.147687
8.73915,0.118392
8.73915,0.110039
8.73915,0.182457
8.73915,0.184454
8.73915,0.118428
8.73915,0.138668
8.73915,0.153003
8.73915,0.0982087
8.73915,0.118001
8.73915,0.0760356
8.73915,0.118359
8.73915,0.0888
8.73915,0.0947805
8.73915,0.130182
8.73915,0.0842092
8.73915,0.16507
8.73915,0.113381
8.73915,0.136634
8.73915,0.185387
8.73915,0.132999
8.73915,0.182747
8.73915,0.129054
8.73915,0.151303
8.73915,0.16281
8.73915,0.121086
8.73915,0.139186
8.73915,0.146076
8.73915,0.181623
8.73915,0.132816
8.73915,0.146098
8.73915,0.15004
8.73915,0.117483
8.73915,0.121863
8.73915,0.11549
8.73915,0.130796
8.73915,0.115707
8.73915,0.130801
8.73915,0.139513
8.73915,0.161184
8.73915,0.143795
8.73915,0.153325
8.73915,0.145371
8.73915,0.16342
8.73915,0.117699
8.73915,0.107266
8.73915,0.109503
8.73915,0.135422
8.73915,0.103494
8.73915,0.11751
8.73915,0.122079
8.73915,0.116668
8.73915,0.165744
8.73915,0.14772
8.73915,0.124813
8.73915,0.141637
8.73915,0.0928043
8.73915,0.117147
8.73915,0.0718039
8.73915,0.12041
8.73915,0.0853419
8.73915,0.0913128
8.73915,0.115683
8.73915,0.108393
8.73915,0.170952
8.73915,0.105555
8.71988,0.106192
8.71988,0.129746
8.71988,0.13332
8.71988,0.135464
8.71988,0.179086
8.71988,0.0846479
8.71988,0.13885
8.71988,0.100038
8.71988,0.113703
8.71988,0.157897
8.71988,0.0908547
8.71988,0.168164
8.71988,0.118407
8.71988,0.0893703
8.71988,0.163275
8.71988,0.0901031
8.71988,0.146836
8.71988,0.0883422
8.71988,0.120615
8.71988,0.117998
8.71895,0.118359
8.71895,0.118558
8.71895,0.136438
8.71895,0.178181
8.71895,0.181385
8.71895,0.20497
8.71895,0.20375
8.71895,0.200395
8.71895,0.131359
8.71895,0.134161
8.71895,0.108686
8.71895,0.157509
8.71895,0.135087
8.71895,0.133008
8.71895,0.114226
8.71895,0.169904
8.71895,0.150532
8.71895,0.165938
8.71895,0.147506
8.71895,0.200228
8.71895,0.107086
8.71895,0.136469
8.71895,0.119241
8.71895,0.124937
8.71895,0.154533
8.71895,0.171884
8.71895,0.116017
8.71895,0.161872
8.71895,0.0875636
8.71895,0.117139
8.71895,0.149016
8.71895,0.160685
8.71831,0.079884
8.71831,0.136438
8.71831,0.130436
8.71831,0.117348
8.71831,0.161393
8.71776,0.121917
8.71776,0.129348
8.71776,0.132526
8.71776,0.147004
8.71776,0.133665
8.71776,0.170616
8.71776,0.137233
8.71776,0.19964
8.71776,0.133997
8.71776,0.120165
8.71776,0.0992023
8.71776,0.163584
8.71776,0.144973
8.71776,0.142614
8.71776,0.142723
8.71776,0.189001
8.71776,0.11879
8.71776,0.14255
8.71776,0.158757
8.71776,0.174326
8.71776,0.106274
8.71776,0.113669
8.71776,0.169501
8.71776,0.208606
8.71776,0.107478
8.71776,0.139158
8.71776,0.119678
8.71776,0.156932
8.71776,0.122272
8.71776,0.142049
8.71776,0.128627
8.71776,0.159946
8.71776,0.154031
8.71776,0.150252
8.71776,0.11877
8.71776,0.188879
8.71776,0.116098
8.71776,0.12742
8.71776,0.136756
8.71776,0.159433
8.71776,0.10009
8.71776,0.100774
8.71776,0.110101
8.71776,0.152898
8.68968,0.195717
8.68968,0.171936
8.68968,0.183614
8.68968,0.151084
8.68968,0.151467
8.68968,0.184762
8.68968,0.159583
8.68968,0.133821
8.68968,0.183391
8.68968,0.192785
8.68968,0.174932
8.68968,0.202304
8.68968,0.201805
8.68968,0.231167
8.68968,0.212515
8.68968,0.176858
8.68968,0.15114
8.68968,0.171386
8.68968,0.181561
8.68968,0.156446
8.68968,0.186611
8.64303,0.144299
8.64303,0.157775
8.64303,0.191901
8.64303,0.139792
8.64303,0.0891586
8.64303,0.204021
8.64303,0.178164
8.64303,0.157221
8.64303,0.183146
8.64303,0.154988
8.64303,0.14834
8.64303,0.175341
8.64303,0.19894
8.64303,0.139143
8.64303,0.212392
8.62966,0.062274
8.62966,0.0334466
8.62966,0.0231232
8.62936,0.0210888
8.62936,0.0589861
8.62161,-0.0152931
8.62161,-0.0159207
8.62161,-0.00502785
8.62131,-0.017416
8.62131,0.00078853
8.62109,0.049892
8.62109,-0.0212439
8.62109,-0.0158351
8.62079,0.00397179
8.62079,0.0137465
8.54322,0.134672
8.54322,0.1518
8.54322,0.16003
8.54322,0.164995
8.54322,0.175332
8.54322,0.156541
8.54322,0.205195
8.54322,0.157224
8.54322,0.128087
8.54322,0.147644
8.54322,0.13431
8.54322,0.136253
8.54322,0.138038
8.54322,0.106445
8.54322,0.14652
8.54322,0.138443
8.54322,0.14818
8.54322,0.153014
8.54322,0.198797
8.54322,0.169348
8.54322,0.136043
8.54322,0.0949163
8.54322,0.166162
8.54322,0.105947
8.54322,0.132762
8.54322,0.153531
8.54322,0.138997
8.54322,0.13848
8.54322,0.155539
8.54322,0.155887
8.54322,0.157402
8.54322,0.127239
8.54165,0.164529
8.54165,0.15403
8.54165,0.151183
8.54165,0.166367
8.54165,0.162809
8.54165,0.142013
8.54165,0.197441
8.54165,0.144804
8.54165,0.157533
8.54165,0.150349
8.54165,0.152424
8.54165,0.158612
8.54165,0.183297
8.54165,0.145307
8.54165,0.181285
8.54165,0.155199
8.54165,0.16636
8.54165,0.187512
8.54165,0.205365
8.54165,0.164432
8.54165,0.151142
8.54165,0.185329
8.54165,0.237396
8.54165,0.179801
8.54165,0.128732
8.54165,0.152618
8.54165,0.14903
8.54165,0.137552
8.54165,0.169815
8.54165,0.156957
8.54165,0.150196
8.54165,0.116441
8.54165,0.0916628
8.54165,0.161668
8.54165,0.184262
8.54165,0.144707
8.54165,0.108876
8.54165,0.110439
8.54165,0.12275
8.54165,0.136409
8.54165,0.141058
8.54165,0.156417
8.54165,0.126921
8.54165,0.134453
8.54165,0.16588
8.54165,0.126187
8.54165,0.179014
8.54165,0.1158
8.54165,0.126753
8.54165,0.152434
8.54165,0.159421
8.54165,0.106613
8.54165,0.121996
8.54165,0.134793
8.54165,0.156296
8.54165,0.14687
8.54053,0.141894
8.54053,0.191124
8.54053,0.193177
8.54053,0.160398
8.54053,0.145214
8.54053,0.153031
8.54053,0.125816
8.54053,0.106215
8.54053,0.146908
8.54053,0.150422
8.54053,0.140987
8.54053,0.132927
8.54053,0.15341
8.54053,0.163831
8.54053,0.150709
8.54053,0.142223
8.53899,0.14425
8.53899,0.186888
8.53899,0.152851
8.53899,0.163971
8.53899,0.153276
8.53899,0.180609
8.53899,0.155534
8.53899,0.171013
8.53899,0.189098
8.53899,0.2035
8.53899,0.194552
8.53899,0.217342
8.53899,0.136467
8.53899,0.123235
8.53899,0.148602
8.53899,0.133603
8.53899,0.129431
8.53899,0.14982
8.53899,0.135497
8.53899,0.113187
8.53899,0.173796
8.53899,0.173951
8.53899,0.138763
8.53899,0.115079
8.53899,0.127512
8.53899,0.174457
8.53899,0.147772
8.53899,0.125448
8.5305,0.207405
8.5305,0.208205
8.5305,0.205035
8.5305,0.210583
8.5305,0.21588
8.5305,0.177047
8.5305,0.154824
8.5305,0.153459
8.5305,0.124556
8.5305,0.118359
8.5305,0.152411
8.5305,0.132768
8.5305,0.163412
8.5305,0.187933
8.5305,0.168589
8.5305,0.157113
8.5305,0.171943
8.5305,0.12701
8.5305,0.197366
8.5305,0.20002
8.5305,0.150189
8.5305,0.197035
8.5305,0.218727
8.5305,0.160539
8.5305,0.124678
8.5305,0.144813
8.5305,0.162781
8.5305,0.136825
8.5305,0.145305
8.5305,0.124138
8.5305,0.150404
8.5305,0.153044
8.5305,0.138555
8.5305,0.172317
8.5305,0.152614
8.5305,0.132129
8.5305,0.158285
8.5305,0.159443
8.5305,0.149445
8.5305,0.165661
8.5305,0.178628
8.5305,0.135842
8.5305,0.176396
8.5305,0.16752
8.5305,0.169918
8.5305,0.17926
8.5305,0.146626
8.5305,0.151896
8.4443,0.155657
8.4443,0.180324
8.4443,0.114567
8.4443,0.150353
8.4443,0.167108
8.4443,0.147988
8.4443,0.162719
8.4443,0.131642
8.4443,0.131211
8.4443,0.14601
8.4443,0.18697
8.4443,0.148186
8.4443,0.133128
8.4443,0.189554
8.4443,0.122747
8.4443,0.130814
8.4443,0.104778
8.4443,0.136697
8.4443,0.133881
8.4443,0.108409
8.4443,0.123417
8.4443,0.126041
8.4443,0.144867
8.4443,0.131779
8.4443,0.150126
8.4443,0.171133
8.4443,0.121965
8.4443,0.100504
8.4443,0.154217
8.4443,0.160434
8.4443,0.141119
8.4443,0.120556
8.4443,0.137346
8.4443,0.139429
8.4443,0.166738
8.4443,0.14997
8.4443,0.128611
8.4443,0.155782
8.4443,0.106525
8.4443,0.12628
8.4443,0.0923194
8.4443,0.131568
8.4443,0.0936214
8.4443,0.134655
8.4443,0.101763
8.4443,0.140579
8.4443,0.172739
8.4443,0.132161
8.43904,0.17134
8.43904,0.156278
8.43904,0.11934
8.43904,0.125556
8.43904,0.11057
8.43904,0.158993
8.43904,0.116913
8.43904,0.10377
8.43904,0.155519
8.43904,0.118318
8.43904,0.198281
8.43904,0.162673
8.43904,0.160403
8.43904,0.159395
8.43904,0.154494
8.43904,0.166861
8.43904,0.112075
8.43904,0.162762
8.43904,0.14891
8.43904,0.13316
8.43904,0.167903
8.43904,0.18133
8.43904,0.201147
8.43904,0.123435
8.43904,0.162445
8.43904,0.205087
8.43904,0.149233
8.43904,0.145322
8.43904,0.138243
8.43904,0.143626
8.43904,0.154424
8.43904,0.122096
8.43904,0.149214
8.43904,0.1586
8.43904,0.201108
8.43904,0.128319
8.43904,0.191792
8.43904,0.160231
8.43904,0.115093
8.43904,0.153458
8.43904,0.146198
8.43904,0.169795
8.43904,0.148681
8.43904,0.118317
8.43904,0.156236
8.43904,0.13819
8.43904,0.180848
8.43904,0.114459
8.43904,0.136597
8.43904,0.126498
8.43904,0.107026
8.43904,0.0959556
8.43904,0.0791147
8.43904,0.148188
8.43904,0.0940169
8.43904,0.0863751
8.43904,0.110824
8.43904,0.142924
8.43904,0.152785
8.43904,0.118806
8.43904,0.112819
8.43904,0.178928
8.43904,0.143017
8.43904,0.137025
8.43904,0.113249
8.43904,0.112102
8.43904,0.134544
