geodist,gendist
8.43904,0.0983542
8.43904,0.113521
8.43904,0.131608
8.43904,0.185604
8.43904,0.144147
8.43904,0.147712
8.43904,0.153471
8.43904,0.122211
8.43904,0.149762
8.43904,0.122424
8.43904,0.120061
8.43904,0.136395
8.43904,0.134163
8.43904,0.123923
8.43904,0.122199
8.43904,0.133146
8.43904,0.168432
8.43702,0.047227
8.43702,0.0654078
8.43702,0.0762642
8.43702,0.084404
8.43702,0.0713664
8.43702,0.0537747
8.43702,0.0846436
8.43702,0.0581332
8.43702,0.10269
8.43702,0.0750249
8.43702,0.111621
8.43702,0.0926252
8.43702,0.0241184
8.43702,0.0769541
8.43702,0.0826763
8.43702,0.0389391
8.43702,0.0565243
8.43702,0.0323971
8.43702,0.0550705
8.43702,0.0678001
8.43702,0.0374317
8.43702,0.054802
8.43702,0.0556241
8.43702,0.0220497
8.43702,0.0408861
8.43702,0.0231372
8.43702,0.0724832
8.43702,0.0694653
8.43702,0.0646794
8.43702,0.075695
8.43702,0.109106
8.43702,0.0717137
8.43702,0.0451677
8.43702,0.0351324
8.43702,0.0589826
8.43702,0.0711234
8.43702,0.0456754
8.43702,0.0839622
8.43702,0.0688568
8.43702,0.0971387
8.4281,0.155689
8.4281,0.148164
8.4281,0.197799
8.4281,0.171379
8.4281,0.121269
8.4281,0.127507
8.4281,0.116652
8.4281,0.151967
8.4281,0.122983
8.4281,0.135301
8.4281,0.160473
8.4281,0.183301
8.4281,0.0820886
8.4281,0.111382
8.4281,0.118258
8.4281,0.141245
8.42349,0.0981454
8.42349,0.139395
8.42349,0.14395
8.42349,0.186135
8.42349,0.10736
8.42349,0.1208
8.42349,0.122178
8.42349,0.177731
8.42349,0.155134
8.42349,0.174654
8.42349,0.18628
8.42349,0.201502
8.42349,0.138073
8.42349,0.167009
8.42349,0.15819
8.42349,0.193814
8.42349,0.0758992
8.42349,0.123059
8.42349,0.138438
8.42349,0.162968
8.42349,0.102877
8.42349,0.125042
8.42349,0.14055
8.42349,0.167041
8.42349,0.119643
8.42349,0.146968
8.42349,0.141575
8.42349,0.172823
8.41734,0.0332684
8.41734,0.0151666
8.41734,0.00976369
8.41734,0.0330687
8.41643,0.144539
8.41643,0.109768
8.41643,0.098803
8.41643,0.14045
8.41643,0.12302
8.41643,0.122159
8.41643,0.147293
8.41643,0.131548
8.41643,0.111722
8.41643,0.191852
8.41643,0.167473
8.41643,0.179812
8.41643,0.1675
8.41643,0.171518
8.41643,0.18191
8.41643,0.208989
8.41643,0.194788
8.41643,0.166931
8.41643,0.146198
8.41643,0.137178
8.41643,0.147752
8.41643,0.163435
8.41643,0.138943
8.41643,0.132407
8.41643,0.164103
8.41643,0.16049
8.41643,0.127416
8.41643,0.139995
8.41643,0.0850006
8.41643,0.110405
8.41643,0.150228
8.41643,0.140743
8.41643,0.0942597
8.41643,0.181217
8.41643,0.133155
8.41643,0.110871
8.41643,0.165137
8.41643,0.149021
8.41643,0.139
8.41643,0.138559
8.41643,0.14976
8.41643,0.150528
8.41643,0.179914
8.41643,0.134596
8.41643,0.120114
8.41643,0.134798
8.41643,0.12856
8.41643,0.145247
8.41643,0.121718
8.41643,0.144964
8.41643,0.129994
8.41643,0.160807
8.41643,0.13299
8.41643,0.141472
8.41643,0.159052
8.41643,0.120502
8.41643,0.115268
8.41643,0.122122
8.41643,0.166673
8.41643,0.115557
8.41643,0.15187
8.41643,0.136235
8.41643,0.144741
8.41643,0.135852
8.41643,0.126801
8.41643,0.126971
8.41643,0.16519
8.41643,0.166864
8.41643,0.117426
8.41643,0.135752
8.41643,0.151074
8.41643,0.126636
8.41374,-0.0306346
8.41374,-0.0192945
8.41374,-0.0207028
8.41374,-0.0484439
8.41345,-0.0318647
8.41345,-0.0434195
8.41345,0.0178689
8.41345,-0.0463902
8.41208,0.136921
8.41208,0.129165
8.41208,0.133266
8.41208,0.139657
8.41208,0.126511
8.41208,0.125012
8.41208,0.128479
8.41208,0.133773
8.41208,0.113985
8.41208,0.171519
8.41208,0.146097
8.41208,0.125091
8.41208,0.158035
8.41208,0.14671
8.41208,0.143213
8.41208,0.169709
8.41208,0.168094
8.41208,0.157673
8.41208,0.147663
8.41208,0.119964
8.41208,0.0945784
8.41208,0.144549
8.41208,0.122864
8.41208,0.0958503
8.41208,0.154657
8.41208,0.176494
8.41208,0.157147
8.41208,0.177489
8.41208,0.103496
8.41208,0.150489
8.41208,0.1513
8.41208,0.176779
8.41208,0.131464
8.41208,0.141088
8.41208,0.152854
8.41208,0.15111
8.41208,0.134081
8.41208,0.15103
8.41208,0.14895
8.41208,0.143969
8.41208,0.163063
8.41208,0.119516
8.41208,0.122249
8.41208,0.144685
8.41208,0.0959508
8.41208,0.158662
8.41208,0.138562
8.41208,0.127246
8.41208,0.154842
8.41208,0.13164
8.41208,0.139953
8.41208,0.135324
8.41208,0.176196
8.41208,0.131238
8.41208,0.144921
8.41208,0.110809
8.41208,0.104821
8.41208,0.0939995
8.41208,0.137055
8.41208,0.10538
8.41208,0.0866957
8.41208,0.105925
8.41208,0.118255
8.41208,0.136377
8.41208,0.134672
8.41208,0.129344
8.41208,0.124964
8.41208,0.156778
8.41208,0.153257
8.41208,0.182797
8.41208,0.179856
8.41208,0.147442
8.41208,0.107271
8.41208,0.109891
8.41208,0.116855
8.41208,0.132877
8.41208,0.108862
8.41208,0.11487
8.41208,0.1661
8.41208,0.165343
8.41208,0.156792
8.41208,0.133194
8.41208,0.0908727
8.41208,0.151198
8.41208,0.13012
8.41208,0.128895
8.41208,0.119963
8.41208,0.167528
8.41208,0.129477
8.41208,0.113798
8.41208,0.14974
8.41208,0.0964928
8.41208,0.0851096
8.41208,0.131106
8.41208,0.122419
8.41208,0.117866
8.41208,0.133956
8.41208,0.116012
8.41208,0.106816
8.40505,0.0409312
8.40505,0.0464484
8.40505,0.038823
8.40505,0.0428946
8.3986,0.0231683
8.3986,-0.0236523
8.3986,0.0125765
8.39777,0.0526492
8.39777,0.0877533
8.39777,0.071987
8.39777,0.0454576
8.39777,0.0696642
8.39777,0.0670621
8.39777,0.0041241
8.39777,0.0429753
8.39777,0.0596867
8.39777,0.0743809
8.39777,0.0597834
8.39777,0.0475914
8.39492,0.0273283
8.39492,-0.051881
8.39492,-0.0259369
8.39463,0.0262802
8.39463,-0.012606
8.39463,-0.0293956
8.3907,0.113143
8.3907,0.0766141
8.3907,0.0832042
8.3907,0.0941494
8.3907,0.0887449
8.3907,0.0894897
8.3907,0.0622751
8.38388,0.0890591
8.38388,0.119472
8.38388,0.154292
8.38388,0.11692
8.38388,0.131989
8.38388,0.0779034
8.38388,0.111231
8.38388,0.136987
8.38388,0.127861
8.38388,0.149177
8.38388,0.152287
8.38388,0.1436
8.38388,0.145129
8.38388,0.153128
8.38388,0.125858
8.38388,0.137647
8.38388,0.121564
8.38388,0.143739
8.38388,0.0835637
8.38388,0.125587
8.38388,0.134503
8.38388,0.161086
8.38388,0.141308
8.38388,0.171672
8.38388,0.155535
8.38388,0.132699
8.38388,0.136503
8.38388,0.152667
8.38388,0.126318
8.38388,0.0984277
8.38388,0.116756
8.38388,0.108797
8.38388,0.144662
8.38388,0.102161
8.38388,0.112451
8.38388,0.161896
8.38388,0.161459
8.38388,0.111925
8.38388,0.117015
8.38388,0.14967
8.38388,0.147434
8.38388,0.128367
8.38388,0.108374
8.38388,0.0950391
8.38388,0.105689
8.38388,0.0861964
8.38388,0.102159
8.38388,0.0894919
8.38388,0.10059
8.38388,0.136973
8.38388,0.111813
8.38388,0.123425
8.38388,0.0881911
8.38388,0.178289
8.38388,0.12608
8.38388,0.09545
8.38388,0.134868
8.38388,0.12702
8.38388,0.148913
8.38388,0.105577
8.38388,0.146434
8.38388,0.126551
8.38388,0.105223
8.38388,0.121356
8.38388,0.0892451
8.38388,0.146327
8.38388,0.110491
8.38388,0.140749
8.38388,0.103535
8.38388,0.100345
8.38388,0.0903709
8.38388,0.101299
8.38388,0.0959217
8.38388,0.101711
8.38388,0.0886644
8.38388,0.0963815
8.38388,0.130314
8.38385,0.12331
8.38385,0.122461
8.38385,0.184618
8.38385,0.0997131
8.38385,0.118375
8.38385,0.105807
8.38385,0.123981
8.38385,0.185308
8.38385,0.1712
8.38385,0.172774
8.38385,0.17675
8.38385,0.175008
8.38385,0.18165
8.38385,0.161166
8.38385,0.105556
8.38385,0.133548
8.38385,0.132712
8.38385,0.181951
8.38385,0.134442
8.38385,0.120516
8.38385,0.124939
8.38385,0.177257
8.38385,0.131814
8.38385,0.174439
8.38385,0.176787
8.38385,0.167449
8.38385,0.133778
8.38385,0.172922
8.38385,0.117808
8.38385,0.106014
8.38385,0.124699
8.38385,0.181438
8.38385,0.148809
8.38385,0.152587
8.38385,0.139521
8.38385,0.149554
8.38385,0.149025
8.38385,0.179627
8.38385,0.155154
8.38385,0.15848
8.38385,0.169722
8.38385,0.117924
8.38385,0.166141
8.38385,0.0885292
8.38385,0.122769
8.38385,0.172828
8.38385,0.149633
8.38385,0.0977887
8.38385,0.118911
8.38385,0.156356
8.38385,0.118302
8.38385,0.133867
8.38385,0.204371
8.38385,0.170458
8.38385,0.12493
8.38385,0.163922
8.38385,0.141196
8.38385,0.119533
8.38385,0.144994
8.38385,0.179795
8.38385,0.125951
8.38385,0.129355
8.38385,0.140027
8.38385,0.118883
8.38385,0.133332
8.38385,0.11831
8.38385,0.13071
8.38385,0.157056
8.38385,0.110969
8.38385,0.114277
8.38385,0.118637
8.38385,0.12163
8.38385,0.118063
8.38385,0.16677
8.38385,0.120937
8.38385,0.126657
8.38385,0.108175
8.38223,0.135163
8.38223,0.117355
8.38223,0.111288
8.38223,0.122659
8.38223,0.129006
8.38223,0.116434
8.38223,0.129297
8.38223,0.121672
8.38223,0.127014
8.38223,0.125613
8.38223,0.114654
8.38223,0.093617
8.38223,0.103793
8.38223,0.106259
8.38223,0.184273
8.38223,0.17626
8.38223,0.172925
8.38223,0.179645
8.38223,0.150068
8.38223,0.165243
8.38223,0.200634
8.38223,0.213302
8.38223,0.204151
8.38223,0.213261
8.38223,0.135193
8.38223,0.188167
8.38223,0.170344
8.38223,0.162421
8.38223,0.137418
8.38223,0.144539
8.38223,0.14924
8.38223,0.137234
8.38223,0.106055
8.38223,0.139026
8.38223,0.142465
8.38223,0.14727
8.38223,0.12619
8.38223,0.114643
8.38223,0.123049
8.38223,0.12255
8.38223,0.135567
8.38223,0.105623
8.38223,0.11226
8.38223,0.11677
8.38223,0.122727
8.38223,0.11441
8.38223,0.12136
8.38223,0.107308
8.38223,0.135983
8.38223,0.120227
8.38223,0.110259
8.38223,0.109947
8.38223,0.0978058
8.38223,0.143775
8.38223,0.104784
8.38223,0.103601
8.38223,0.153036
8.38223,0.111842
8.38223,0.160492
8.38223,0.172287
8.38223,0.14686
8.38223,0.126341
8.38223,0.14878
8.38223,0.110544
8.38223,0.14973
8.38223,0.163749
8.38223,0.139877
8.38223,0.125996
8.38223,0.138208
8.38223,0.126446
8.38223,0.135898
8.38223,0.135474
8.38223,0.12559
8.38223,0.124393
8.38223,0.10846
8.38223,0.107933
8.38223,0.135788
8.38223,0.101963
8.38223,0.0721224
8.38223,0.145483
8.38223,0.133292
8.38223,0.116577
8.38223,0.114745
8.38223,0.0933279
8.38223,0.158208
8.38223,0.115403
8.38223,0.15795
8.38223,0.167893
8.38223,0.172143
8.38223,0.12416
8.38223,0.144898
8.38223,0.162259
8.38223,0.115749
8.38223,0.162949
8.38223,0.0871645
8.38223,0.151037
8.38223,0.121759
8.38223,0.105237
8.38223,0.128669
8.38223,0.114103
8.38223,0.16455
8.38223,0.137895
8.38223,0.154547
8.38223,0.138739
8.38223,0.124459
8.38223,0.119448
8.38223,0.0958879
8.38223,0.152632
8.38223,0.078326
8.38223,0.112695
8.38223,0.103289
8.38223,0.0885964
8.37579,0.138647
8.37579,0.197825
8.37579,0.190734
8.37579,0.139227
8.37579,0.136562
8.37579,0.163093
8.37579,0.127759
8.37579,0.159021
8.37579,0.159697
8.37579,0.13372
8.37579,0.138621
8.37579,0.144561
8.37579,0.142147
8.37579,0.187538
8.37579,0.149567
8.37579,0.135093
8.37579,0.114217
8.37579,0.12232
8.36744,0.205144
8.36744,0.188523
8.36744,0.150796
8.36744,0.154659
8.36744,0.183586
8.36744,0.106538
8.36744,0.142947
8.36744,0.151655
8.36744,0.151605
8.36744,0.151422
8.36744,0.143963
8.36744,0.124507
8.36744,0.151011
8.36744,0.156842
8.36744,0.122614
8.36744,0.182689
8.36744,0.153918
8.36744,0.102596
8.36744,0.144256
8.36744,0.161373
8.36744,0.141827
8.36744,0.12255
8.36744,0.12277
8.36744,0.136279
8.36744,0.212473
8.36744,0.199806
8.36744,0.181993
8.36744,0.168052
8.36744,0.181716
8.36744,0.176473
8.34975,0.148721
8.34975,0.110308
8.34975,0.083236
8.34975,0.0989732
8.34975,0.104656
8.34975,0.192189
8.34975,0.128506
8.34975,0.196386
8.34975,0.120757
8.34975,0.135836
8.34975,0.205164
8.34975,0.198322
8.34975,0.178947
8.34975,0.163677
8.34975,0.13658
8.34975,0.170485
8.34975,0.117433
8.34975,0.164624
8.34975,0.126901
8.34975,0.113033
8.34975,0.191486
8.34975,0.146568
8.34975,0.204742
8.34975,0.159028
8.34975,0.149576
8.34951,0.174086
8.34951,0.15106
8.34951,0.21135
8.34951,0.11108
8.34951,0.127418
8.34951,0.131244
8.34951,0.133682
8.34951,0.11194
8.34951,0.0957229
8.34951,0.0791038
8.34951,0.169159
8.34951,0.154603
8.34951,0.146392
8.34951,0.147896
8.34951,0.0932409
8.34951,0.150692
8.34951,0.0875112
8.34951,0.111306
8.34951,0.11793
8.34951,0.0995309
8.34729,0.178985
8.34729,0.106677
8.34729,0.148263
8.34729,0.115143
8.34729,0.114231
8.34635,0.145116
8.34635,0.126298
8.34635,0.128091
8.34635,0.167487
8.34635,0.1544
8.34635,0.132911
8.34635,0.131003
8.34635,0.109583
8.34635,0.162328
8.34635,0.141963
8.34635,0.157201
8.34635,0.149448
8.34635,0.114719
8.34635,0.0904228
8.34635,0.132519
8.34635,0.065544
8.34618,0.141166
8.34618,0.0970668
8.34618,0.114827
8.34618,0.136716
8.34618,0.155942
8.34618,0.132053
8.34618,0.153222
8.34618,0.113347
8.34618,0.1809
8.34618,0.13234
8.34618,0.170414
8.34618,0.103032
8.34618,0.133724
8.34618,0.10425
8.34618,0.13243
8.34618,0.119869
8.34618,0.15361
8.34618,0.165553
8.34618,0.161503
8.34618,0.140286
8.34413,0.150504
8.34413,0.114675
8.34413,0.108318
8.34413,0.101274
8.33616,0.143516
8.33616,0.115997
8.33616,0.126982
8.33616,0.121701
8.33616,0.102038
8.33616,0.167647
8.33616,0.183006
8.33616,0.160601
8.33616,0.137267
8.33616,0.102444
8.33616,0.170843
8.33616,0.110114
8.33616,0.171678
8.33616,0.0848346
8.33616,0.127383
8.33616,0.188137
8.33616,0.149317
8.33616,0.169727
8.33616,0.132097
8.33616,0.111213
8.33254,0.139133
8.33254,0.1355
8.33254,0.133272
8.33254,0.111116
8.33254,0.182085
8.33254,0.134954
8.33254,0.163607
8.33254,0.140476
8.33254,0.159929
8.33254,0.139393
8.33254,0.136241
8.33254,0.128947
8.33254,0.171139
8.33254,0.147855
8.33254,0.18044
8.33254,0.127204
8.32557,-0.0096312
8.32557,-0.0310042
8.32557,0.00404486
8.32557,0.0286039
8.32557,-0.0375931
8.32557,-0.00860689
8.32557,0.00556617
8.32557,0.0103975
8.32557,-0.038384
8.32557,0.0197936
8.32476,-0.0305655
8.32476,-0.0296683
8.32476,-0.0747
8.32476,0.00479045
8.32476,-0.0123149
8.32476,-0.0655302
8.32476,-0.0569379
8.32476,-0.0480171
8.32476,-0.0528086
8.32476,0.0177892
8.32476,0.0189229
8.32476,-0.0298342
8.32476,-0.0327672
8.32476,-0.0265193
8.32476,-0.0554474
8.30641,-0.0400944
8.30641,0.0395028
8.30559,-0.0111686
8.30559,-0.00520085
8.30559,-0.0113044
8.23038,0.155561
8.23038,0.106164
8.23038,0.113743
8.23038,0.159189
8.23038,0.136677
8.23038,0.120978
8.23038,0.153915
8.23038,0.128052
8.23038,0.12461
8.23038,0.149425
8.23038,0.156417
8.23038,0.14899
8.23038,0.164296
8.23038,0.152778
8.23038,0.109091
8.23038,0.105273
8.23038,0.142005
8.23038,0.179187
8.23038,0.195881
8.23038,0.157474
8.23038,0.162274
8.23038,0.184131
8.23038,0.177212
8.23038,0.155016
8.23038,0.172443
8.23038,0.182974
8.23038,0.139508
8.23038,0.153648
8.23038,0.145362
8.23038,0.16926
8.23038,0.133333
8.23038,0.113568
8.23038,0.12474
8.23038,0.177226
8.23038,0.174277
8.23038,0.137702
8.23038,0.134879
8.23038,0.1246
8.23038,0.124327
8.23038,0.132129
8.23038,0.133707
8.23038,0.0926274
8.23038,0.122025
8.23038,0.133856
8.23038,0.116692
8.23038,0.141926
8.23038,0.126084
8.23038,0.148266
8.23038,0.17487
8.23038,0.120873
8.23038,0.12127
8.23038,0.168313
8.23038,0.126347
8.23038,0.129233
8.23038,0.111715
8.23038,0.124764
8.23038,0.134557
8.23038,0.123842
8.23038,0.143723
8.23038,0.12796
8.23038,0.133106
8.23038,0.0953378
8.23038,0.107127
8.22592,0.161924
8.22592,0.131859
8.22592,0.145825
8.22592,0.16506
8.22592,0.137485
8.22592,0.137469
8.22592,0.172564
8.22592,0.13485
8.22592,0.140684
8.22592,0.126077
8.22592,0.135897
8.22592,0.133887
8.22592,0.126548
8.22592,0.122786
8.22592,0.137277
8.22592,0.13772
8.22592,0.156654
8.22592,0.11395
8.22592,0.134935
8.22592,0.146776
8.22592,0.133727
8.22592,0.155659
8.22592,0.103975
8.22592,0.103329
8.22592,0.154796
8.22592,0.162698
8.22592,0.139454
8.22592,0.142206
8.22592,0.0934095
8.22592,0.139841
8.22592,0.121813
8.22592,0.128712
8.22592,0.116176
8.22592,0.122851
8.22592,0.127361
8.22592,0.12655
8.22413,0.0044391
8.20834,-0.0230872
8.20834,-0.030934
8.20834,-0.00936021
8.20834,-0.0123525
8.20834,-0.0136735
8.18483,0.132077
8.18483,0.149917
8.18483,0.176691
8.18483,0.135246
8.18483,0.152752
8.18483,0.170571
8.18483,0.156364
8.18483,0.143733
8.18483,0.138721
8.18483,0.114851
8.18483,0.157304
8.18483,0.151261
8.18483,0.167672
8.18483,0.122132
8.18483,0.181328
8.18483,0.12835
8.18483,0.161561
8.18483,0.146003
8.18483,0.140003
8.18483,0.151302
8.18483,0.159625
8.18483,0.153087
8.18483,0.168502
8.18483,0.131879
8.18483,0.140017
8.18483,0.143031
8.18483,0.143214
8.18483,0.144549
8.18483,0.146925
8.18483,0.130706
8.18483,0.144345
8.18483,0.147899
8.18483,0.125507
8.18483,0.155783
8.18483,0.159351
8.18483,0.13693
8.18483,0.131746
8.18483,0.133199
8.18483,0.177542
8.18483,0.122412
8.18483,0.13713
8.18483,0.155709
8.18483,0.189095
8.18483,0.131151
8.18483,0.142804
8.18483,0.137231
8.18483,0.190439
8.18483,0.130335
8.18483,0.136562
8.18483,0.127893
8.18483,0.139746
8.18483,0.12564
8.18483,0.154673
8.18483,0.107944
8.18483,0.15761
8.18483,0.0985571
8.18293,0.138756
8.18293,0.19598
8.18293,0.147774
8.18293,0.142993
8.18293,0.168164
8.18293,0.183326
8.18293,0.135229
8.18293,0.12088
8.18293,0.158449
8.18293,0.166343
8.18293,0.149946
8.18293,0.153224
8.18293,0.136258
8.18293,0.151511
8.18293,0.131573
8.18293,0.128238
8.18293,0.112926
8.18293,0.175894
8.18293,0.133171
8.18293,0.137169
8.18293,0.118566
8.18293,0.151694
8.18293,0.154855
8.18293,0.182467
8.18293,0.155418
8.18293,0.127651
8.18293,0.120743
8.18293,0.153035
8.18183,0.150625
8.18183,0.127885
8.18183,0.167986
8.18183,0.148403
8.18183,0.183229
8.18183,0.148425
8.18183,0.177369
8.18183,0.133413
8.18183,0.124244
8.18183,0.154652
8.18183,0.146845
8.18183,0.139523
8.18183,0.131447
8.18183,0.129449
8.18183,0.14178
8.18183,0.126372
8.18183,0.177887
8.18183,0.180859
8.18183,0.200961
8.18183,0.167097
8.18183,0.144157
8.18183,0.144366
8.18183,0.18933
8.18183,0.159223
8.18183,0.147862
8.18183,0.160984
8.18183,0.190888
8.18183,0.180081
8.18183,0.186722
8.18183,0.174832
8.18183,0.191646
8.18183,0.145031
8.18183,0.179511
8.18183,0.161608
8.18183,0.148309
8.18183,0.130534
8.18183,0.164269
8.18183,0.155428
8.18183,0.193418
8.18183,0.142552
8.18183,0.150454
8.18183,0.154075
8.18183,0.165622
8.18183,0.151931
8.18183,0.172761
8.18183,0.138238
8.18183,0.164131
8.18183,0.155829
8.18183,0.151724
8.18183,0.109009
8.18183,0.151233
8.18183,0.17243
8.18183,0.205965
8.18183,0.148807
8.18183,0.175405
8.18183,0.101547
8.17993,0.150683
8.17993,0.160257
8.17993,0.169174
8.17993,0.152927
8.17993,0.14089
8.17993,0.182371
8.17993,0.155511
8.17993,0.132072
8.17993,0.182218
8.17993,0.181475
8.17993,0.16573
8.17993,0.156463
8.17993,0.177656
8.17993,0.188824
8.17993,0.150756
8.17993,0.187209
8.17993,0.161676
8.17993,0.152271
8.17993,0.164308
8.17993,0.150815
8.17993,0.170908
8.17993,0.186123
8.17993,0.161711
8.17993,0.133019
8.17993,0.133788
8.17993,0.16749
8.17993,0.151895
8.17993,0.136008
8.14763,0.217795
8.14763,0.198136
8.14763,0.229616
8.14763,0.12208
8.14763,0.133874
8.14763,0.177392
8.14763,0.161561
8.14763,0.130057
8.14763,0.128687
8.14763,0.169327
8.14763,0.181613
8.14763,0.21108
8.14763,0.149119
8.14763,0.152618
8.14763,0.128719
8.14763,0.129002
8.14763,0.186781
8.14763,0.182972
8.14763,0.172568
8.14763,0.190709
8.14763,0.174771
8.14763,0.123955
8.14763,0.162764
8.14763,-0.0326248
8.12692,-0.0370132
8.12692,-0.0327283
8.12692,-0.0555093
8.12692,-0.00619998
8.12692,-0.0217196
8.12692,0.0180771
8.12692,-0.00708637
8.12692,-0.0122373
8.12692,-0.0190665
8.12692,-0.0142522
8.12692,-0.0320563
8.12692,-0.0174837
8.12616,-0.0161377
8.12616,-0.0109672
8.12616,-0.00416091
8.12616,-0.0187577
8.12616,-0.0124195
8.12616,-0.0105093
8.12616,-0.0316552
8.12616,-0.0524929
8.12616,-0.031199
8.12576,0.0159221
8.12576,0.0357836
8.12576,-0.00280114
8.12576,0.028479
8.12576,0.0190589
8.12576,0.00648187
8.12576,-0.016963
8.12576,0.0101203
8.12501,-0.0367997
8.12501,0.0297382
8.12501,-0.0226927
8.12501,0.0160125
8.12501,-0.025061
8.12501,0.021603
8.09723,0.13955
8.09723,0.114893
8.09723,0.108253
8.09723,0.147849
8.09723,0.121952
8.09723,0.153883
8.09723,0.150348
8.09723,0.171934
8.09723,0.112437
8.09723,0.123075
8.09723,0.123926
8.09723,0.136627
8.09723,0.151675
8.09723,0.142851
8.09723,0.125277
8.09723,0.151212
8.09723,0.11861
8.09723,0.115465
8.09723,0.146361
8.09723,0.150056
8.09723,0.156492
8.09723,0.160528
8.09723,0.143442
8.09723,0.116862
8.09723,0.154081
8.09723,0.149504
8.09723,0.1355
8.09723,0.118096
8.09723,0.120776
8.09723,0.11412
8.09723,0.132913
8.09723,0.131696
8.09723,0.0931495
8.09723,0.124507
8.09723,0.139618
8.09723,0.122578
8.09723,0.134735
8.09723,0.0876217
8.09723,0.130703
8.09723,0.165441
8.09723,0.133482
8.09723,0.115497
8.09723,0.142638
8.09723,0.134415
8.09723,0.149652
8.09723,0.144147
8.09723,0.122823
8.09723,0.103893
8.09723,0.133771
8.09723,0.128166
8.09723,0.138351
8.09723,0.172171
8.09723,0.116987
8.09723,0.120453
8.09723,0.13436
8.09723,0.111138
8.09723,0.0941954
8.09723,0.140676
8.09723,0.106465
8.09723,0.114983
8.09723,0.119942
8.09723,0.136756
8.09723,0.107011
8.09399,0.172901
8.09399,0.104508
8.09399,0.12445
8.09399,0.178747
8.09399,0.168435
8.09399,0.13355
8.09399,0.180946
8.09399,0.199148
8.09399,0.139454
8.09399,0.108104
8.09399,0.109594
8.09399,0.128453
8.09399,0.141843
8.09399,0.110335
8.09399,0.112775
8.09399,0.137835
8.09399,0.138292
8.09399,0.10603
8.09399,0.154105
8.09399,0.163529
8.09399,0.137566
8.09399,0.137843
8.09399,0.149943
8.09399,0.129845
8.09399,0.154433
8.09399,0.152968
8.09399,0.151845
8.09399,0.151412
8.09399,0.14763
8.09399,0.170792
8.09399,0.177489
8.09399,0.187227
8.09399,0.145434
8.09399,0.210089
8.09399,0.169234
8.09399,0.171967
8.09399,0.157617
8.09399,0.111794
8.09399,0.12813
8.09399,0.169128
8.09399,0.139954
8.09399,0.151252
8.09399,0.160768
8.09399,0.154658
8.09399,0.159024
8.09399,0.12545
8.09399,0.138572
8.09399,0.14218
8.09399,0.149418
8.09399,0.173338
8.09399,0.104171
8.09399,0.15444
8.09399,0.121548
8.09399,0.150277
8.09399,0.136626
8.09399,0.121604
8.09399,0.14447
8.09399,0.154894
8.09399,0.151369
8.09399,0.0905079
8.09399,0.164368
8.09399,0.131494
8.09399,0.112377
8.05228,0.0135307
8.05228,0.0754758
8.05228,0.06996
8.05228,0.0434597
8.05228,0.0773732
8.05228,0.0592463
8.05228,0.0402333
8.05228,0.0763219
8.05228,0.0972624
8.05228,0.0325744
8.05228,0.105353
8.05228,0.0518337
8.04562,0.138636
8.04562,0.182817
8.04562,0.174596
8.04562,0.126742
8.04562,0.153423
8.04562,0.145644
8.04562,0.151811
8.04562,0.194447
8.04562,0.170274
8.04562,0.178391
8.04562,0.150833
8.04562,0.158055
8.04562,0.135338
8.04562,0.194735
8.04562,0.165643
7.90951,0.108021
7.90951,0.157898
7.90951,0.153497
7.90951,0.139063
7.90951,0.133572
7.90951,0.099341
7.90951,0.126505
7.90951,0.144776
7.90951,0.161436
7.90951,0.13037
7.90951,0.19018
7.90951,0.136708
7.90951,0.146831
7.90951,0.139172
7.90951,0.116184
7.90951,0.123229
7.90951,0.104956
7.90951,0.101174
7.90951,0.103257
7.90951,0.119691
7.90951,0.0923461
7.90951,0.162444
7.90951,0.164071
7.90951,0.115426
7.90951,0.131304
7.90951,0.152007
7.90951,0.0952129
7.90951,0.119682
7.90951,0.107576
7.90951,0.132225
7.90951,0.133165
7.90951,0.12809
7.90951,0.123337
7.90951,0.115579
7.90951,0.148751
7.90951,0.127458
7.90951,0.153962
7.90951,0.150981
7.90951,0.0977347
7.90951,0.139703
7.90951,0.0751209
7.90951,0.164981
7.90951,0.0893272
7.90951,0.149472
7.90951,0.134553
7.90951,0.138435
7.90951,0.18314
7.90951,0.13559
7.90951,0.144357
7.90951,0.198934
7.90951,0.137164
7.90951,0.112199
7.90951,0.124959
7.90951,0.137435
7.90951,0.13085
7.90951,0.10009
7.90951,0.108506
7.90951,0.140984
7.90951,0.161782
7.90951,0.13432
7.90951,0.140862
7.90951,0.133824
7.90951,0.109514
7.90951,0.11451
7.90951,0.119783
7.90951,0.147926
7.90951,0.0990109
7.90951,0.0950903
7.90951,0.123129
7.90951,0.141899
7.90951,0.178391
7.90951,0.0901018
7.90951,0.165365
7.90951,0.186499
7.90951,0.13813
7.90951,0.110091
7.90951,0.100087
7.90951,0.13777
7.90951,0.139043
7.90951,0.14062
7.90951,0.106998
7.90951,0.161538
7.90951,0.183661
7.90951,0.122531
7.90951,0.137384
7.90951,0.160393
7.90951,0.126285
7.90951,0.130092
7.90951,0.116775
7.90951,0.151509
7.90951,0.0840048
7.90951,0.140438
7.90951,0.15047
7.90951,0.135283
7.90951,0.21781
7.90951,0.153897
7.90951,0.16213
7.90951,0.170863
7.90951,0.101568
7.90951,0.127402
7.90951,0.111981
